text,cmp_code,eu_code,party
"We will: Remain firmly committed to spending 0.7 per cent of Gross National Income on aid,",107,,LibDems
"prioritising development that both helps the poorest and ties in with our strategic international objectives on gender equality,",503,,LibDems
"climate change and the environment,",501,,LibDems
Increase the proportion of the aid budget committed to tackling climate change and environmental degradation:,501,,LibDems
helping countries mitigate the impact of climate change and other environmental crises,501,,LibDems
"Pursue a foreign agenda with gender equality at its heart, focusing on: the transformation of the position of women through economic inclusion, education and training;",503,,LibDems
ensuring the lives of women and girls are not ignored in favour of trade or regional alliances;,503,,LibDems
working to extend reproductive rights and end female genital mutilation;,201.2,,LibDems
and ending sexual violence in conflict zones.,201.2,,LibDems
"Protect, defend, and promote human rights for all, including LGBT+ individuals who are persecuted across the world as well as those persecuted for their religion or belief.",201.2,,LibDems
Develop a global education strategy to address the urgent crisis of 263 million children missing out on schooling.,201.2,,LibDems
Work through international bodies for better regulation and scrutiny of international trade and investment treaties to ensure they do not worsen inequalities,503,,LibDems
or developing countries’ ability to regulate the environmental and social impacts of businesses.,416.2,,LibDems
Champion global anti-corruption initiatives and ensure the UK and British Overseas Territories have publicly-accessible registers of beneficial ownership of companies registered in their jurisdictions.,403,,LibDems
An individual’s liberty should be equally respected wherever they live.,201.1,,LibDems
"However, as authoritarian regimes trample over freedom of speech and belief and LGBT+ and other people are continuing to suffer discrimination, this is far from being the case.",201.2,,LibDems
Liberal Democrats are the only party capable of renewing international liberalism and combatting discrimination:,305.1,,LibDems
the Conservatives’ Brexit will mean prioritising trade deals over people’s rights,201.2,,LibDems
and Labour cannot hope to tackle discrimination abroad when they cannot even root out anti-Semitism in their own party.,305.1,,LibDems
We are the only party with a credible plan to enhance the UK’s soft power and to use it to promote human rights,201.2,,LibDems
and democracy around the world.,202.1,,LibDems
"We will: Require UK-registered NGOs and organisations including the Armed Forces and defence contractors to report all instances of documented abuse overseas to government – reviewing, reducing, or refusing funding to organisations found in breach of these rules.",201.2,,LibDems
Establish an easy and appropriate reporting mechanism for abuse that makes clear that reporters and whistleblowers will not be discriminated against for reporting abuse.,201.2,,LibDems
"Support free media and a free and open internet, championing the free flow of information.",201.2,,LibDems
Support the current UN initiative to protect journalists – combatting the impunity granted to those who attack reporters on the frontline – by funding UNESCO’s International Programme for the Development of Communication.,201.2,,LibDems
Work to abolish the death penalty around the world,201.2,,LibDems
and remove the power of ministers to allow security and justice assistance in cases that could result in its use.,201.2,,LibDems
Work to end the use of torture around the world,201.2,,LibDems
and conduct a full inquiry into the UK Government’s involvement in torture and rendition.,201.2,,LibDems
Develop proposals with the BBC for investment to grow the World Service to reach more people across the world with independent and trusted news,201.2,,LibDems
and continue to support BBC Monitoring and the British Council.,201.2,,LibDems
Develop a comprehensive strategy for promoting the decriminalisation of homosexuality around the world,201.2,,LibDems
Appoint an Ambassador-level Champion for Freedom of Belief.,201.2,,LibDems
The climate emergency is a global challenge and requires a global solution.,501,,LibDems
"However, with the US withdrawing from the Paris Agreement and with most national climate policies falling well short of the Agreement’s ambition to limit the global temperature rise to 1.5°C, this global solution looks a long way off.",501,,LibDems
"Neither the Conservatives nor Labour have a plan to tackle this: the Conservatives have given no real thought to the climate emergency, and Labour are only interested in repeating empty slogans.",501,,LibDems
Liberal Democrats are the only party with a detailed plan to lead global efforts to combat the climate emergency.,501,,LibDems
"We will: Support the Paris Agreement by playing a leadership role in international efforts to combat climate change,",501,,LibDems
"demonstrating commitment by rapidly reducing emissions from the UK economy,",501,,LibDems
increasing development spending on climate objectives,501,,LibDems
and aiming to persuade all countries to commit to net zero climate goals by the 2020 UN climate conference in Glasgow.,501,,LibDems
"Use our role in the EU to tackle the climate emergency, by setting a binding, EU-wide net zero target of 2050,",501,,LibDems
"and continuing to take part in the EU’s Internal Energy Market, to provide access to clean energy sources while keeping costs low.",501,,LibDems
Strengthen climate and environmental goals in EU trade and investment agreements,501,,LibDems
"and refuse to enter any trade agreements with countries that have policies counter to the Paris Agreement, including the Mercosur-EU free trade agreement because of the Brazilian government’s actions in the Amazon.",501,,LibDems
Initiate negotiations within the UN for a legally binding international treaty on plastics reduction.,501,,LibDems
"Argue for ambitious new legally binding international targets to protect global biodiversity,",501,,LibDems
and an effective global oceans treaty to create a network of ocean sanctuaries.,501,,LibDems
"We will also provide greater resources for international environmental cooperation, particularly on actions to tackle illegal and unsustainable trade in timber,",416.2,,LibDems
Argue for an end to all fossil fuel subsidies world-wide,416.2,,LibDems
and provide aid to developing countries to help them transition to clean sources of energy.,416.2,,LibDems
"When the new Government entered Downing Street, the Prime Minister made a simple promise: to get Brexit done.",110,,Conservatives
But he swiftly negotiated a great new deal – despite Parliament’s best efforts to block his progress.,305.1,,Conservatives
"And then, when he put it to MPs, they insisted on yet more delay.",305.1,,Conservatives
Investment is waiting to come into the country.,110,,Conservatives
Families and businesses cannot make vital decisions.,110,,Conservatives
The public services cannot get the attention they deserve.,110,,Conservatives
Our priority as Conservatives is to get Brexit done,110,,Conservatives
– so that we can unleash the potential of this great country.,601.1,,Conservatives
So that we can push past the obstacles that other parties have put in our country’s way.,305.1,,Conservatives
So that we can deliver on the people’s decision in 2016,202.1,,Conservatives
and use our new post-Brexit freedoms to transform the UK for the better by focusing on your priorities.,110,,Conservatives
"If we elect a majority of Conservative MPs to Parliament, we will start putting our deal through Parliament before Christmas and we will leave the European Union in January.",110,,Conservatives
Boris Johnson’s new deal takes the whole country out of the EU as one United Kingdom.,110,,Conservatives
"It takes us out of the customs union,",407,,Conservatives
allowing us to set our own tariffs,406,,Conservatives
It allows us to pass our own laws and ensures that it is our courts that enforce them.,601.1,,Conservatives
Our deal is the only one on the table.,305.1,,Conservatives
"It is signed, sealed and ready.",305.1,,Conservatives
It puts the whole country on a path to a new free trade agreement with the EU.,407,,Conservatives
"This will be a new relationship based on free trade and friendly cooperation,",407,,Conservatives
There will be no political alignment with the EU.,110,,Conservatives
"We will keep the UK out of the single market,",110,,Conservatives
"out of any form of customs union,",110,,Conservatives
and end the role of the European Court of Justice.,110,,Conservatives
This future relationship will be one that allows us to: Take back control of our laws.,601.1,,Conservatives
Take back control of our money.,401,,Conservatives
Introduce an Australian-style points-based immigration system.,601.2,,Conservatives
"Raise standards in areas like workers’ rights,",701,,Conservatives
Ensure we are in full control of our fishing waters.,406,,Conservatives
We will negotiate a trade agreement next year,407,,Conservatives
– one that will strengthen our Union –,601.1,,Conservatives
and we will not extend the implementation period beyond December 2020.,110,,Conservatives
"In parallel, we will legislate to ensure high standards of workers’ rights,",701,,Conservatives
The only way to deliver Brexit is with a Conservative majority in Parliament.,110,,Conservatives
A vote for any other party or candidate is a vote for Jeremy Corbyn,305.2,,Conservatives
"For the past nine years, the Conservatives have been cleaning up Labour’s mess.",305.1,,Conservatives
"Because of the tough decisions that our party made and our success in bringing down the deficit ,",414,,Conservatives
"the economy has continued to grow ,",410,,Conservatives
and the public finances have been restored.,414,,Conservatives
"Thanks to Conservative policies, employment is at a near-record high.",701,,Conservatives
"We’ve helped millions of people into work, halving the unemployment rate.",701,,Conservatives
"We’ve doubled the personal allowance to £12,500, meaning that every worker gets to keep more of what they earn.",401,,Conservatives
We’ve introduced and consistently raised the National Living Wage,412,,Conservatives
– and will raise it still further.,412,,Conservatives
The strength of the UK’s balance sheet – the hard work done by all of us in this country – means that we are now in a position to invest properly in our future.,414,,Conservatives
"A Conservative Government will give the public services the resources they need, supporting our hospitals,",504,,Conservatives
We will help people and families throughout their lives by bringing down the cost of living,503,,Conservatives
and making sure that work always pays.,701,,Conservatives
We will keep costs down for small businesses – rather than hiking their taxes and crushing Britain’s prosperity.,403,,Conservatives
"We will not borrow to fund day-to-day spending,",414,,Conservatives
but will invest thoughtfully and responsibly in infrastructure right across our country,411,,Conservatives
in order to increase productivity and,410,,Conservatives
"Our fiscal rules mean that public sector net investment will not average more than 3 per cent of GDP,",414,,Conservatives
"and that if debt interest reaches 6 per cent of revenue, we will reassess our plans to keep debt under control.",414,,Conservatives
This means that debt will be lower at the end of the Parliament –,414,,Conservatives
rather than spiralling out of control under Labour.,305.1,,Conservatives
"And we will use this investment prudently and strategically to level up every part of the United Kingdom,",414,,Conservatives
while strengthening the ties that bind it together.,601.1,,Conservatives
"We will also prioritise the environment in the next Budget,",501,,Conservatives
"investing in the infrastructure, science and research that will deliver economic growth, not just through the 2020s, but for decades to come.",411,,Conservatives
"Above all, we will listen to the people who have felt left behind by the last few decades of economic growth and want to have more control of their future.",503,,Conservatives
"We will get Brexit done, so we can unleash Britain’s potential.",110,,Conservatives
so we can unleash Britain’s potential.,601.1,,Conservatives
"In his first months in office, the Prime Minister has shown how he intends to make life better for everyone in the UK.",503,,Conservatives
Increasing funding for our schools.,505,,Conservatives
"We have listened to you, and we have acted.",601.1,,Conservatives
Acted to ensure that we deliver world-class public services so that you can have the help and support you need throughout your life.,503,,Conservatives
And we want to take that agenda further.,305.1,,Conservatives
But none of it will happen without a Conservative majority Government.,305.1,,Conservatives
The NHS represents the best of this country.,601.1,,Conservatives
"It is there for us when our children are born, when our friends and families fall sick, when our loved ones succumb to old age and ill health.",504,,Conservatives
"It is precious to all of us – especially because it is free at the point of use and there for you on the basis of need, not your ability to pay.",504,,Conservatives
We as Conservatives believe passionately in the NHS.,504,,Conservatives
Because we believe that everyone deserves the chance to live free of sickness and disease –,504,,Conservatives
"and to know that if they do fall ill, our brilliant NHS staff will be there for them.",504,,Conservatives
"We are proud that since its foundation, it is the Conservative Party that has acted as the steward and guardian of the NHS and its principles for 44 of its 71 years.",504,,Conservatives
"We are proud that it is coping with increasing demand, with more doctors and nurses,",504,,Conservatives
and using more advanced treatments than ever before.,504,,Conservatives
And we are proud to have confirmed a record £34 billion per year by the end of the Parliament in additional funding for the NHS,504,,Conservatives
"– and to have begun work on building 40 new hospitals across the country,",411,,Conservatives
as well as investing in hospital upgrades and new machines to boost early cancer diagnosis across 78 hospital trusts.,504,,Conservatives
"Within the first three months of our new term, we will enshrine in law our fully funded, long-term NHS plan.",504,,Conservatives
This is the largest cash settlement in NHS history.,504,,Conservatives
One that is only possible because we have delivered the growth and prosperity to pay for world-class public services –,410,,Conservatives
"Between 2018 and 2023, we will have raised funding for the NHS by 29 per cent.",504,,Conservatives
"By the end of the Parliament, that will be more than £650 million extra a week.",504,,Conservatives
And we will ensure this money goes to the frontline so that you and your family get appointments more quickly and experience improved care.,504,,Conservatives
We believe that the best way to improve the NHS and meet rising demand is to invest in its most important asset – its people.,504,,Conservatives
"That is why we are devoting additional funding, on top of our existing record settlement, to hire and support more doctors, nurses and other health professionals.",504,,Conservatives
We will build and fund 40 new hospitals over the next 10 years.,411,,Conservatives
This is on top of the 20 hospital upgrades announced in the summer.,504,,Conservatives
We will roll out cancer diagnostic machines across 78 hospital trusts to boost early diagnosis.,411,,Conservatives
We are committed to reducing health inequality.,503,,Conservatives
We will continue to repair the damage done by Labour’s disastrous PFI deals.,305.1,,Conservatives
We will invest in preventing disease as well as curing it.,504,,Conservatives
"We will tackle the underlying causes of increases in NHS demand, for example via a long-term strategy for empowering people with lifestyle-related conditions such as obesity to live healthier lives",505,,Conservatives
", as well as tackling childhood obesity, heart disease and diabetes.",504,,Conservatives
We will continue to promote the uptake of vaccines via our national vaccination strategy.,504,,Conservatives
We will extend social prescribing and expand the new National Academy of Social Prescribing.,504,,Conservatives
We will overhaul NHS screening and use new technology and mobile screening services to prevent ill health.,411,,Conservatives
We will focus on helping patients with multiple conditions to have simplified and more joined-up access to the NHS.,503,,Conservatives
And we will improve hospital food alongside our wider National Food Strategy.,504,,Conservatives
We will develop new treatments for serious diseases.,504,,Conservatives
"We will extend the successful Cancer Drugs Fund into an Innovative Medicines Fund so that doctors can use the most advanced, life-saving treatments for conditions such as cancer or autoimmune disease,",504,,Conservatives
or for children with other rare diseases.,504,,Conservatives
"If you or a loved one is unlucky enough to fall ill, we’ll ensure you have access to the best available medicines.",503,,Conservatives
We will also improve the early diagnosis and treatment of all major conditions.,504,,Conservatives
We will treat mental health with the same urgency as physical health.,504,,Conservatives
"We will legislate so that patients suffering from mental health conditions, including anxiety or depression, have greater control over their treatment",504,,Conservatives
and receive the dignity and respect they deserve.,503,,Conservatives
We will make it easier for people with learning disabilities and autism to be discharged from hospital,503,,Conservatives
and improve how they are treated in law.,503,,Conservatives
We will continue to take action to tackle gambling addiction.,504,,Conservatives
"We will improve NHS performance, using our record funding settlementnto bring down operating waiting times,",504,,Conservatives
and increase cancer survival rates.,504,,Conservatives
We will study carefully the recommendations of the ongoing review led by NHS clinical staff into A&E and clinical performance.,504,,Conservatives
"We will use frontline technology to improve patients’ experience,",411,,Conservatives
"provide flexible working for clinicians,",701,,Conservatives
We will also hold an annual health technology summit.,411,,Conservatives
"We will support our precious hospices, developing the plans already announced by Boris Johnson to secure their future, with a £25 million cash injection in August to support 200,000 people at the end of their lives.",504,,Conservatives
"We will make the NHS the best place in the world to give birth through personalised, high-quality support.",504,,Conservatives
And we’ll uphold our commitment to extend healthy life expectancy by five years by 2035.,504,,Conservatives
"We will end unfair hospital car parking charges by making parking free for those in greatest need, including disabled people, frequent outpatient attenders, parents of sick children staying overnight",503,,Conservatives
and staff working night shifts.,701,,Conservatives
"This will eliminate costs for those in need, while making sure there are enough spaces for everyone.",503,,Conservatives
"We will clamp down on health tourism, ensuring that those from overseas who use NHS services pay their fair share.",503,,Conservatives
And we will increase the NHS surcharge paid by those from overseas.,403,,Conservatives
"When we are negotiating trade deals, the NHS will not be on the table.",406,,Conservatives
The price the NHS pays for drugs will not be on the table.,406,,Conservatives
The services the NHS provides will not be on the table.,406,,Conservatives
"The 1.4 million dedicated staff who deliver world-class care day in, day out are at the heart of the NHS.",701,,Conservatives
"Our core priority is to make sure this workforce can grow and has the support it needs – in terms of numbers, training and resources.",701,,Conservatives
"That means that if you do fall ill, you’ll get the care and attention you deserve.",504,,Conservatives
"We will deliver: 50,000 more nurses,",504,,Conservatives
"with students receiving a £5,000-£8,000 annual maintenance grant every year during their course to help with their costof living – and they won’t have to pay it back.",504,,Conservatives
"Everyone will receive at least£5,000",504,,Conservatives
with further funding in regions or disciplines that are struggling to recruit – such as mental health –,504,,Conservatives
and help with their childcare costs.,504,,Conservatives
"6,000 more doctors in general practice",504,,Conservatives
"and 6,000 more primary care professionals, such as physiotherapists and pharmacists.",504,,Conservatives
"This is on top of the 7,500 extra nurse associates",504,,Conservatives
"and 20,000 primary care professionals that we have already announced.",504,,Conservatives
We will improve staff morale with more funding for professional training and more supportive hospital management.,504,,Conservatives
Our NHS People Plan will ensure that we train and employ tens of thousands more NHS professionals here in the UK.,504,,Conservatives
But we also want to make sure that those from overseas who want to work in and support our NHS are encouraged to do so.,602.2,,Conservatives
"That is why qualified doctors, nurses and allied health professionals with a job offer from the NHS, who have been trained to a recognised standard, and who have good working English, will be offered fast-track entry,",602.2,,Conservatives
and dedicated support to come to the UK with their families.,602.2,,Conservatives
"Our new funding will deliver 50 million extra general practice appointments a year, an increase of over 15 per cent.",504,,Conservatives
"That means that if you need an appointment, waiting times will be shorter and you’ll get the service you deserve.",504,,Conservatives
"We also want to make sure that doctors spend as much time as possible treating patients, so we will",504,,Conservatives
"address the ‘taper problem’ in doctors’ pensions, which causes many to turn down extra shifts for fear of high tax bills.",402,,Conservatives
"Within our first 30 days, we will hold an urgent review, working with the British Medical Association and Academy of Medical Royal Colleges to solve the problem.",402,,Conservatives
"It is a basic, compassionate Conservative belief that we should care for those in need – helping those who cannot help themselves.",503,,Conservatives
"Thanks to decades of economic growth and scientific innovation, people are living longer, healthier lives.",503,,Conservatives
"But this, alongside the rise of dementia and other chronic conditions, means that the pressures on the elderly care system are ever-increasing.",504,,Conservatives
There has also been significant growth in the number of working-age people with disabilities who need care at a younger age.,503,,Conservatives
We need to have a system to give every person the dignity and security that they deserve.,503,,Conservatives
"This is a significant and complex challenge and in order to lay the foundations, we must plan for the infrastructure, workforce growth and healthcare integration that is required for a care system fit for the 21st century.",504,,Conservatives
"Because this is a long-term problem that will affect so many people, any solution has to be able to survive long-term.",404,,Conservatives
We must build the same level of consensus on social care as we have already built on the NHS.,404,,Conservatives
"So we will build a cross-party consensus to bring forward an answer that solves the problem, commands the widest possible support, and stands the test of time.",404,,Conservatives
That consensus will consider a range of options but one condition we do make is that nobody needing care should be forced to sell their home to pay for it.,403,,Conservatives
"As a first step, and to stabilise the system, we announced in the autumn additional funding of £1 billion for the year beginning in April 2020.",504,,Conservatives
We are now confirming this additional funding in every year of the new Parliament.,504,,Conservatives
"We will also extend the entitlement to leave for unpaid carers, the majority of whom are women, to one week.",504,,Conservatives
"We also want to save millions of people, and their families, from suffering the agony of a slow decline due to dementia.",504,,Conservatives
We will make finding a cure one of our Government’s biggest collective priorities – one of the ‘grand challenges’ that will define our future,411,,Conservatives
along with the impact of climate change,501,,Conservatives
This will include doubling research funding into dementia and speeding up trials for new treatments.,411,,Conservatives
We will also provide £74 million over three years for additional capacity in community care settings for those with learning disabilities and autism.,504,,Conservatives
We need a long-term solution for social care – that’s why we are committing to an ambitious three-point plan: £1 billion extra of funding every year for more social care staff,504,,Conservatives
"and better infrastructure, technology and facilities.",411,,Conservatives
We will commit to urgently seek a cross-party consensus in order to bring forward the necessary proposal and legislation for long-term reform.,404,,Conservatives
The prerequisite of any solution will be a guarantee that no one needing care has to sell their home to pay for it.,503,,Conservatives
"Talent is evenly spread in this country, but opportunity is not.",503,,Conservatives
"As Conservatives, we believe absolutely in equality of opportunity – the idea that every child, in every part of the country, should have a fair chance.",503,,Conservatives
"It is not only the most important thing we can do to unleash the UK’s potential, but is at the heart of creating a fair and just society.",503,,Conservatives
This is why we want to ensure every child has access to a great state school,506,,Conservatives
"– that every pupil gets the qualifications they need for a prosperous future,",506,,Conservatives
while learning in an environment where they will be happy and fulfilled.,506,,Conservatives
"In his first months in office, Boris Johnson announced an extra £14 billion in funding for schools.",506,,Conservatives
"That translates to £150 million a week, and will include at least £5,000 a year for each secondary school pupil",506,,Conservatives
"and at least £4,000 for each primary school pupil.",506,,Conservatives
This also includes £780 million in new funding to support children with Special Educational Needs next year alone.,506,,Conservatives
One of the Conservative Party’s proudest achievements is that we have raised standards in our schools and improved behaviour.,305.1,,Conservatives
"Students learn best when they are stretched, challenged and nurtured – in an environment where there is no disruption and no excuses for bad behaviour.",506,,Conservatives
"In the last nine years, the percentage of children passing their primary reading check has gone up from 58 per cent to 82 per cent.",506,,Conservatives
We have strengthened teachers’ powers to deal with bullying and disruption.,506,,Conservatives
We have given schools the ability to decide how money is best spent – because we trust parents and headteachers to know what is best for the children in their care.,201.1,,Conservatives
"For our children to get the training and opportunities they deserve, they need to have the best teachers.",506,,Conservatives
"We want tonattract the best talent into teaching and recognise the great work they do, so we’re raising teachers’ starting salaries to £30,000 – among the most competitive in the graduate labour market.",412,,Conservatives
"We also want to build on our record of raising standards, improving behaviour",603,,Conservatives
and promoting knowledge and creativity.,506,,Conservatives
We will back heads and teachers on discipline.,603,,Conservatives
We will expand our programme to help schools with the worst behaviour learn from the best –,506,,Conservatives
and back heads to use exclusions.,201.1,,Conservatives
"Unlike Labour, we believe that Ofsted inspection serves a valuable purpose not just in improving standards but in improving behaviour.",603,,Conservatives
"We will continue to help teachers tackle bullying, including homophobic bullying.",503,,Conservatives
No child should be bullied on account of who their parents are or where they come from.,503,,Conservatives
We will create more great schools.,506,,Conservatives
We will continue to do everything we can to ensure every school is a great school.,506,,Conservatives
"We will continue to support innovation, like our successful maths schools, set up for the most gifted young physicists and mathematicians.",506,,Conservatives
We will expand ‘alternative provision’ schools for those who have been excluded.,503,,Conservatives
We will also deliver more school places for children with complex Special Educational Needs.,506,,Conservatives
We will intervene in schools where there is entrenched underperformance.,506,,Conservatives
We will continue to ensure that parents can choose the schools that best suit their children and best prepare them for the future.,506,,Conservatives
And we will continue to build more free schools.,201.1,,Conservatives
"We will invest in arts, music and sport.",502,,Conservatives
"Over the last nine years we have made real improvements in maths, English and science, and given more children access to a rich academic curriculum.",506,,Conservatives
"We retain our commitment to the core subjects and also want young people to learn creative skills and widen their horizons, so we will offer an ‘arts premium’ to secondary schools to fund enriching activities for all pupils.",502,,Conservatives
"And to ensure children are getting an active start to life, we will invest in primary school PE teaching and ensure that it is being properly delivered.",502,,Conservatives
We want to do more to help schools make good use of their sports facilities and to promote physical literacy and competitive sport.,502,,Conservatives
"Children who end up in care are more likely to struggle as adults, denied the love and stability most of us take for granted.",603,,Conservatives
"We will prioritise stable, loving placements for those children – adoption where possible or foster parents recruited by the local authority.",503,,Conservatives
We will review the care system to make sure that all care placements and settings are providing children and young adults with the support they need.,503,,Conservatives
A strong society needs strong families.,603,,Conservatives
"We will improve the Troubled Families programme and champion Family Hubs to serve vulnerable families with the intensive, integrated support they need to care for children – from the early years and throughout their lives.",603,,Conservatives
"Since 2010, the Conservatives have helped more than 1,000 people on average into work every day",701,,Conservatives
And it has only been possible because of the strong economy we have helped to create;,402,,Conservatives
"and our welfare reforms, which have encouraged more people into work.",505,,Conservatives
The majority of jobs created since 2010 have been high-quality: full-time,701,,Conservatives
and outside London and the South East.,503,,Conservatives
"Whoever you are, we want to make it easier for you to get a good and rewarding job",701,,Conservatives
"– and to be able to combine a rewarding career with raising a family or caring for elderly or disabled relatives, rather than being forced to prioritise between them.",701,,Conservatives
"We want to make sure that you get to keep more of the money you earn,",401,,Conservatives
and that we keep your bills low.,503,,Conservatives
"And we want to make sure that those who can’t work, or have entered retirement, get the level of support they need.",504,,Conservatives
"We have focused, over the past decade, on making sure that work always pays – particularly for those most in need of support.",505,,Conservatives
We have raised the minimum wage significantly,412,,Conservatives
and introduced and consistently raised the National Living Wage.,412,,Conservatives
"We have doubled the personal allowance to £12,500, so that everyone gets to earn a decent amount before they are taxed.",503,,Conservatives
And we have made sure the state pension keeps pace with earnings.,504,,Conservatives
"In our first months, we announced an increase in the National Living Wage to two thirds of average earnings, currently forecast at £10.50 an hour,",412,,Conservatives
and widened its reach to everyone over 21.,412,,Conservatives
"That means an average pay rise of£4,000 per year for four million people by 2024.",412,,Conservatives
"To help young people get a foot on the employment ladder, we abolished employers’ National Insurance Contributions for under-21s",701,,Conservatives
Creating millions more jobs is one of the Conservatives’ proudest achievements.,701,,Conservatives
A Labour Government that makes it harder for businesses to grow and to hire –,402,,Conservatives
that allows people to sink into dependency rather than encouraging them to work and earn – could undo all of this progress.,505,,Conservatives
"A majority Conservative Government will deliver a major package of measures designed to ensure that it always pays to work,",505,,Conservatives
while doing everything we can to protect and support those who cannot,504,,Conservatives
– and to address the cost of living pressures that we all face.,503,,Conservatives
"We promise not to raise the rates of income tax, National Insurance or VAT.",401,,Conservatives
This is a tax guarantee that will protect the incomes of hard-working families across the next Parliament.,701,,Conservatives
"We not only want to freeze taxes, but to cut them too.",401,,Conservatives
"We will raise the National Insurance threshold to £9,500 next year – representing a tax cut for 31 million workers.",401,,Conservatives
"Our ultimate ambition is to ensure that the first £12,500 you earn is completely free of tax – which would put almost £500 per year in people’s pockets.",401,,Conservatives
Raising a family should be the most fulfilling experience of your life.,603,,Conservatives
"But for too many parents, the costs of childcare are a heavy burden.",503,,Conservatives
"We want to give parents the freedom, support and choice to look after their children in the way that works best for them.",201.1,,Conservatives
"We will establish a new £1 billion fund to help create more high quality, affordable childcare, including before and after school and during the school holidays.",504,,Conservatives
"For many families, energy costs are a major source of financial pressure.",403,,Conservatives
We will keep our existing energy cap and introduce new measures to lower bills.,403,,Conservatives
We will also give the Competition and Markets Authority enhanced powers to tackle consumer rip-offs and bad business practices.,403,,Conservatives
"We recognise that water bills can be a major source of financial pressure, so will extend the water rebate for those in the South West.",403,,Conservatives
"On entering Government in 2010, the Conservatives acted decisively to protect the UK’s pensioners.",504,,Conservatives
The ‘triple lock’ we introduced has meant that those who have worked hard and put in for decades can be confident that the state will be there to support them when they need it.,701,,Conservatives
"We will keep the triple lock, the winter fuel payment, the older person’s bus pass and other pensioner benefits, ensuring that older people have the security and dignity they deserve.",503,,Conservatives
We recognise the value of free TV licences for over-75s and believe they should be funded by the BBC.,403,,Conservatives
"A number of workers, disproportionately women, who earn between £10,000 and £12,500 have been missing out on pension benefits because of a loophole affecting people with net pay pension schemes.",701,,Conservatives
We will conduct a comprehensive review to look at how to fix this issue.,701,,Conservatives
We will use our freedom from the EU to improve the UK’s tax regime,110,,Conservatives
not least by abolishing the tampon tax.,503,,Conservatives
"We as Conservatives believe that everyone who can work, should work – and that it should always pay them to do so.",505,,Conservatives
But we also believe that those who truly can’t work must be given the help they need.,504,,Conservatives
"That is why we will continue the roll-out of Universal Credit, which combines multiple benefits into one while building a clearer pathway from welfare into work.",505,,Conservatives
"We have already acted to increase work allowances, a move worth £630 to working families with children,",504,,Conservatives
and we will do more to make sure that Universal Credit works for the most vulnerable.,503,,Conservatives
"We will also end the benefit freeze,",504,,Conservatives
while making sure it pays to work more hours.,505,,Conservatives
"At the same time, we will make sure those who cheat the system by committing benefit fraud are punished.",605.1,,Conservatives
There is no excuse for exploiting others who have worked hard and paid in.,606.1,,Conservatives
"To help those looking after family members, especially women, we will support the main carer in any household receiving the Universal Credit payment.",504,,Conservatives
"And we will continue our efforts through the tax and benefits system to reduce poverty, including child poverty.",503,,Conservatives
Children should grow up in an environment with no limits to their potential –,503,,Conservatives
which is one of the reasons we are making it a priority to put more money in the pockets of low-paid workers,701,,Conservatives
and maintaining our commitment to free school meals.,504,,Conservatives
"We will also extend the entitlement to leave for unpaid carers, the majority of whom are women, to one week.",505,,Conservatives
"As part of our efforts to empower and support disabled people,we will reduce the number of reassessments a disabled person must go through when a significant change in condition is unlikely – because you should not have to provide repeated proof of your disability in order to receive support.",503,,Conservatives
We will publish a National Strategy for Disabled People before the end of 2020.,503,,Conservatives
"This will look at ways to improve the benefits system, opportunities and access for disabled people in terms of housing, education, transport and jobs.",503,,Conservatives
It will include our existing commitments to increase SEND funding,506,,Conservatives
"and support pupils, students and adults to get careers advice,",506,,Conservatives
"internships, and transition into work.",411,,Conservatives
We will reduce the disability employment gap.,503,,Conservatives
Our first duty as a Government is to keep our country safe.,601.1,,Conservatives
"One of Boris Johnson’s first actions as Prime Minister was to start recruiting 20,000 new police officers.",605.1,,Conservatives
These new officers will take violent criminals off the streets and protect us and our country.,605.1,,Conservatives
"The Conservatives will always back the brave men and women of our police and security services, which is why we will empower the police, backing the increased use of stop and search as long as it is fair and proportionate.",605.1,,Conservatives
And we will provide them with the equipment they need.,605.1,,Conservatives
"We need a fair justice system – one that stands for the law-abiding majority, not the criminal minority,",605.1,,Conservatives
and that gives a second chance to those who have served their time and wish to make a fresh start.,605.2,,Conservatives
"We will back our police by equipping officers with the powers and tools they need to keep themselves and all of us safe, including tasers and body cameras.",605.1,,Conservatives
We will put the Police Covenant into law to ensure they have the support they need.,605.1,,Conservatives
"Police will be empowered by a new court order to target known knife carriers, making it easier for officers to stop and search those convicted of knife crime.",605.1,,Conservatives
Anyone charged with knife possession will appear before magistrates within days not weeks.,605.1,,Conservatives
Those who use a knife as a weapon should go to prison.,605.1,,Conservatives
We will introduce tougher sentencing for the worst offenders,605.1,,Conservatives
and end automatic halfway release from prison for serious crimes.,605.1,,Conservatives
"For child murderers, there will be life imprisonment without parole.",605.1,,Conservatives
We will use our new freedoms after Brexit to prevent more foreign national offenders entering our country.,110,,Conservatives
"We will cut the number of foreign nationals in our prisons,",110,,Conservatives
and increase penalties to stop them returning.,605.1,,Conservatives
We will back all those who put their lives on the line to keep us safe – police and prison officers and emergency service workers.,605.1,,Conservatives
We will pass the Police Protection Bill,605.1,,Conservatives
"and consult on doubling the maximum sentence for assaulting workers in emergency services such as police officers, firefighters and paramedics.",605.1,,Conservatives
We will strengthen the accountability of elected Police and Crime Commissioners and expand their role.,605.1,,Conservatives
